event_id,ad_id,user_id,timestamp,day_of_week,time_of_day,event_type
292443,127,u00179,2025-07-01 01:01:46,Tuesday,Night,Impression
281844,108,u00223,2025-07-19 08:02:56,Saturday,Morning,Impression
80896,120,u01575,2025-07-01 07:04:59,Tuesday,Morning,Impression
129348,2,u00385,2025-06-01 18:12:03,Sunday,Evening,Impression
257103,92,u01033,2025-07-20 15:42:35,Sunday,Afternoon,Impression
97131,169,u00531,2025-06-10 20:01:02,Tuesday,Evening,Impression
363565,156,u00569,2025-06-10 12:20:36,Tuesday,Afternoon,Impression
364767,92,u00007,2025-08-05 17:07:00,Tuesday,Afternoon,Impression
212763,111,u00125,2025-07-10 00:16:24,Thursday,Night,Impression
67973,123,u01128,2025-05-21 17:53:33,Wednesday,Afternoon,Impression
99728,186,u00523,2025-07-04 23:40:46,Friday,Evening,Click
169991,188,u01523,2025-06-19 19:45:27,Thursday,Evening,Impression
96298,73,u00061,2025-07-08 04:26:41,Tuesday,Night,Impression
196223,53,u01670,2025-05-26 14:59:43,Monday,Afternoon,Impression
377884,176,u00994,2025-06-21 09:06:04,Saturday,Morning,Impression
230476,108,u00986,2025-06-09 12:29:45,Monday,Afternoon,Impression
378487,92,u01297,2025-07-03 08:56:34,Thursday,Morning,Impression
237482,91,u01417,2025-07-18 07:40:18,Friday,Morning,Impression
11835,120,u00882,2025-07-08 04:56:05,Tuesday,Night,Click
390186,47,u00971,2025-06-10 01:20:10,Tuesday,Night,Impression
57715,167,u01072,2025-06-27 13:04:30,Friday,Afternoon,Impression
48942,172,u01513,2025-06-17 18:52:03,Tuesday,Evening,Impression
304327,135,u01324,2025-07-12 12:40:37,Saturday,Afternoon,Click
342667,173,u00402,2025-08-04 13:49:17,Monday,Afternoon,Impression
223377,80,u00886,2025-07-11 20:00:38,Friday,Evening,Impression
377205,171,u00637,2025-06-20 10:50:45,Friday,Morning,Impression
334069,69,u00685,2025-05-31 21:08:20,Saturday,Evening,Impression
6888,27,u00250,2025-07-19 22:04:31,Saturday,Evening,Impression
87585,172,u00034,2025-06-28 13:12:40,Saturday,Afternoon,Impression
20640,108,u01094,2025-07-20 02:21:05,Sunday,Night,Impression
119808,156,u01042,2025-05-15 08:26:55,Thursday,Morning,Impression
356538,186,u00151,2025-06-28 12:34:58,Saturday,Afternoon,Impression
121188,159,u01095,2025-06-25 06:08:10,Wednesday,Morning,Impression
54641,131,u00613,2025-06-07 10:10:42,Saturday,Morning,Impression
212476,135,u01722,2025-07-13 22:10:40,Sunday,Evening,Like
389355,188,u01450,2025-05-27 02:31:40,Tuesday,Night,Impression
145615,134,u01662,2025-08-04 04:27:10,Monday,Night,Impression
46371,164,u00612,2025-07-19 16:43:31,Saturday,Afternoon,Impression
291939,120,u01125,2025-05-30 21:15:35,Friday,Evening,Click
314685,79,u01596,2025-07-11 20:59:25,Friday,Evening,Impression
112241,167,u01250,2025-07-20 16:02:31,Sunday,Afternoon,Click
15339,172,u01276,2025-06-26 07:06:15,Thursday,Morning,Impression
221201,68,u00538,2025-06-22 11:29:15,Sunday,Morning,Purchase
14563,65,u01756,2025-06-14 06:47:08,Saturday,Morning,Impression
221373,120,u01357,2025-06-28 14:10:44,Saturday,Afternoon,Impression
24949,192,u01270,2025-06-28 14:42:59,Saturday,Afternoon,Impression
146546,27,u01551,2025-07-15 11:21:52,Tuesday,Morning,Impression
339677,75,u00657,2025-08-01 15:06:47,Friday,Afternoon,Impression
233518,120,u00572,2025-06-01 12:31:16,Sunday,Afternoon,Impression
165063,156,u00681,2025-06-10 07:27:27,Tuesday,Morning,Impression
340391,91,u00089,2025-06-21 15:59:45,Saturday,Afternoon,Click
13953,75,u00959,2025-05-21 22:35:07,Wednesday,Evening,Impression
160033,79,u00222,2025-07-14 07:47:40,Monday,Morning,Impression
53973,27,u01762,2025-06-07 11:37:41,Saturday,Morning,Impression
332078,47,u01632,2025-05-29 03:55:34,Thursday,Night,Impression
141236,176,u01145,2025-06-06 11:13:51,Friday,Morning,Impression
391140,171,u00106,2025-06-14 23:56:34,Saturday,Evening,Impression
94996,190,u01228,2025-06-14 19:57:06,Saturday,Evening,Impression
161210,123,u00107,2025-05-27 06:45:49,Tuesday,Morning,Impression
354150,180,u00819,2025-08-04 13:20:36,Monday,Afternoon,Impression
249919,135,u00208,2025-06-23 10:34:57,Monday,Morning,Impression
230542,107,u00328,2025-07-11 02:24:03,Friday,Night,Impression
234124,64,u01124,2025-06-13 14:58:02,Friday,Afternoon,Impression
379446,7,u00622,2025-06-23 20:51:40,Monday,Evening,Impression
193991,107,u01079,2025-07-24 07:52:05,Thursday,Morning,Impression
130243,164,u01532,2025-06-07 23:27:07,Saturday,Evening,Impression
51447,70,u00465,2025-07-24 03:25:15,Thursday,Night,Impression
180246,153,u01231,2025-07-26 01:41:39,Saturday,Night,Impression
385949,195,u00788,2025-07-04 15:51:40,Friday,Afternoon,Impression
89680,79,u01340,2025-07-02 12:43:56,Wednesday,Afternoon,Impression
280732,172,u01711,2025-06-19 02:54:14,Thursday,Night,Impression
112390,75,u01751,2025-07-26 22:50:36,Saturday,Evening,Impression
207757,68,u01663,2025-06-19 18:49:04,Thursday,Evening,Impression
196828,37,u00699,2025-06-03 17:08:02,Tuesday,Afternoon,Like
111372,101,u00502,2025-07-02 10:24:36,Wednesday,Morning,Impression
305980,80,u01475,2025-07-18 00:21:43,Friday,Night,Impression
322681,108,u01265,2025-07-08 14:27:58,Tuesday,Afternoon,Impression
112282,36,u00635,2025-06-14 09:40:49,Saturday,Morning,Impression
118360,80,u00697,2025-07-15 20:24:19,Tuesday,Evening,Impression
273888,131,u01704,2025-06-09 12:26:27,Monday,Afternoon,Impression
144877,102,u00108,2025-06-19 12:20:47,Thursday,Afternoon,Impression
101609,27,u01386,2025-07-26 06:22:49,Saturday,Morning,Click
99629,146,u01520,2025-08-06 14:02:45,Wednesday,Afternoon,Impression
255456,156,u00460,2025-05-24 22:26:01,Saturday,Evening,Impression
233501,108,u00183,2025-06-16 04:15:48,Monday,Night,Impression
300030,153,u00978,2025-06-25 12:59:18,Wednesday,Afternoon,Impression
152478,102,u00427,2025-05-29 01:47:19,Thursday,Night,Impression
220073,80,u00637,2025-07-25 03:23:50,Friday,Night,Impression
144858,169,u00248,2025-06-30 11:29:09,Monday,Morning,Impression
201945,160,u00216,2025-07-07 16:49:01,Monday,Afternoon,Impression
155064,79,u00001,2025-05-31 21:08:04,Saturday,Evening,Impression
392638,120,u01105,2025-05-17 04:36:22,Saturday,Night,Impression
241320,146,u00109,2025-06-05 16:04:49,Thursday,Afternoon,Impression
331103,192,u01378,2025-08-04 06:53:02,Monday,Morning,Impression
67848,53,u00906,2025-06-27 11:10:38,Friday,Morning,Impression
253640,160,u00698,2025-07-13 19:26:24,Sunday,Evening,Impression
307702,123,u01359,2025-05-26 12:47:16,Monday,Afternoon,Impression
167767,69,u01415,2025-06-10 12:26:15,Tuesday,Afternoon,Impression
8103,186,u01115,2025-06-12 19:01:15,Thursday,Evening,Impression
397665,26,u00831,2025-06-22 15:26:05,Sunday,Afternoon,Impression
158638,105,u01419,2025-07-27 08:05:16,Sunday,Morning,Impression
334073,181,u01392,2025-05-25 23:00:42,Sunday,Evening,Impression
132024,91,u01229,2025-05-21 22:49:42,Wednesday,Evening,Impression
12082,8,u00194,2025-05-26 06:34:04,Monday,Morning,Impression
184963,48,u00642,2025-07-09 03:57:56,Wednesday,Night,Impression
77142,111,u01332,2025-06-18 07:47:18,Wednesday,Morning,Impression
115352,27,u01300,2025-06-22 15:36:11,Sunday,Afternoon,Like
32931,79,u01725,2025-05-08 10:14:41,Thursday,Morning,Impression
288731,188,u00952,2025-06-18 12:38:24,Wednesday,Afternoon,Impression
205253,159,u01692,2025-05-30 11:17:08,Friday,Morning,Impression
30518,64,u01114,2025-07-02 01:03:59,Wednesday,Night,Impression
220323,11,u00926,2025-07-21 10:41:13,Monday,Morning,Impression
98183,181,u01394,2025-06-01 04:25:32,Sunday,Night,Impression
195982,153,u01787,2025-07-14 09:49:10,Monday,Morning,Impression
370417,79,u01317,2025-06-10 00:25:48,Tuesday,Night,Impression
234542,37,u00358,2025-07-29 13:47:25,Tuesday,Afternoon,Impression
19820,68,u00331,2025-05-28 23:31:35,Wednesday,Evening,Impression
32798,10,u01684,2025-06-08 23:10:08,Sunday,Evening,Impression
132832,108,u00492,2025-05-29 09:16:13,Thursday,Morning,Impression
276494,92,u00950,2025-07-24 02:20:34,Thursday,Night,Click
289251,167,u01046,2025-06-14 22:49:56,Saturday,Evening,Impression
15960,123,u00473,2025-05-18 05:27:47,Sunday,Night,Impression
383938,101,u00487,2025-07-12 12:08:00,Saturday,Afternoon,Impression
8809,131,u00938,2025-07-01 13:01:44,Tuesday,Afternoon,Impression
375961,127,u00253,2025-08-04 09:11:11,Monday,Morning,Impression
2034,64,u00308,2025-06-27 12:58:37,Friday,Afternoon,Click
183523,192,u00464,2025-07-28 03:31:28,Monday,Night,Impression
67128,135,u01404,2025-07-25 09:39:34,Friday,Morning,Impression
20334,70,u00268,2025-07-13 07:18:54,Sunday,Morning,Impression
209252,164,u00529,2025-06-17 20:13:06,Tuesday,Evening,Impression
326832,64,u00786,2025-06-15 09:18:43,Sunday,Morning,Impression
123101,53,u01686,2025-05-22 20:24:31,Thursday,Evening,Impression
173342,116,u01150,2025-07-17 23:18:08,Thursday,Evening,Click
345010,116,u00204,2025-07-24 13:06:35,Thursday,Afternoon,Impression
116156,105,u01060,2025-06-23 07:03:45,Monday,Morning,Impression
229566,47,u00601,2025-06-23 00:43:28,Monday,Night,Click
228072,171,u00495,2025-06-29 08:02:34,Sunday,Morning,Impression
213678,64,u00320,2025-06-03 04:03:52,Tuesday,Night,Impression
234327,146,u00960,2025-07-03 20:05:34,Thursday,Evening,Impression
57625,159,u01697,2025-06-19 19:13:14,Thursday,Evening,Impression
135786,77,u01240,2025-06-05 21:29:15,Thursday,Evening,Impression
36498,134,u01506,2025-07-05 03:57:36,Saturday,Night,Impression
295039,181,u00092,2025-08-01 20:07:53,Friday,Evening,Impression
283826,160,u01086,2025-06-12 07:51:53,Thursday,Morning,Impression
325659,69,u00974,2025-05-24 11:45:20,Saturday,Morning,Impression
387753,68,u00239,2025-05-07 23:59:37,Wednesday,Evening,Impression
354056,192,u00116,2025-08-05 05:31:09,Tuesday,Night,Impression
354074,120,u00842,2025-05-10 23:16:22,Saturday,Evening,Impression
341037,7,u00277,2025-07-13 12:33:00,Sunday,Afternoon,Impression
72936,195,u01352,2025-06-12 11:55:08,Thursday,Morning,Impression
269616,190,u00174,2025-05-10 02:44:50,Saturday,Night,Impression
167683,37,u01006,2025-08-04 21:06:38,Monday,Evening,Impression
86012,105,u00088,2025-06-07 21:17:25,Saturday,Evening,Impression
219497,64,u00769,2025-05-13 06:15:21,Tuesday,Morning,Impression
19252,120,u00364,2025-06-25 12:40:58,Wednesday,Afternoon,Impression
258417,101,u01235,2025-06-25 01:28:35,Wednesday,Night,Impression
51743,181,u00721,2025-07-23 15:09:35,Wednesday,Afternoon,Purchase
209873,188,u01574,2025-06-17 05:26:14,Tuesday,Night,Impression
24653,2,u00256,2025-05-30 00:22:31,Friday,Night,Impression
167932,102,u00361,2025-06-01 16:41:29,Sunday,Afternoon,Impression
309030,48,u00714,2025-06-24 18:46:18,Tuesday,Evening,Impression
252344,91,u00379,2025-06-01 20:10:38,Sunday,Evening,Impression
80934,101,u01140,2025-07-11 08:59:21,Friday,Morning,Like
264753,134,u01382,2025-07-29 07:19:01,Tuesday,Morning,Impression
53314,120,u00904,2025-06-05 05:09:52,Thursday,Night,Click
154240,53,u00998,2025-06-16 22:27:40,Monday,Evening,Impression
233259,75,u00773,2025-06-19 03:08:15,Thursday,Night,Impression
381096,64,u01552,2025-05-18 09:20:35,Sunday,Morning,Impression
121250,92,u00100,2025-06-04 00:50:51,Wednesday,Night,Impression
28853,180,u01619,2025-06-30 07:10:29,Monday,Morning,Impression
7048,171,u00720,2025-06-16 19:19:12,Monday,Evening,Impression
300970,186,u00043,2025-06-22 03:02:56,Sunday,Night,Impression
146422,48,u00199,2025-06-15 19:15:18,Sunday,Evening,Impression
3402,153,u01010,2025-05-30 01:31:37,Friday,Night,Impression
181907,37,u01518,2025-07-13 07:36:59,Sunday,Morning,Impression
167553,77,u01256,2025-06-29 16:45:34,Sunday,Afternoon,Impression
185328,171,u01026,2025-06-09 08:23:35,Monday,Morning,Impression
366197,121,u00039,2025-07-16 03:10:13,Wednesday,Night,Impression
158410,64,u01353,2025-06-04 14:07:47,Wednesday,Afternoon,Impression
254843,48,u00158,2025-06-13 13:33:08,Friday,Afternoon,Click
149227,171,u00177,2025-05-24 04:12:04,Saturday,Night,Impression
167990,91,u01611,2025-07-28 03:37:15,Monday,Night,Click
132096,53,u00689,2025-06-09 01:11:59,Monday,Night,Impression
202128,186,u01126,2025-06-25 19:19:58,Wednesday,Evening,Impression
284332,80,u01350,2025-05-29 07:58:45,Thursday,Morning,Impression
41011,181,u01159,2025-06-21 15:28:11,Saturday,Afternoon,Impression
145800,92,u01069,2025-06-27 00:30:03,Friday,Night,Impression
38907,173,u00596,2025-07-01 12:01:57,Tuesday,Afternoon,Impression
126051,120,u01796,2025-06-10 19:27:11,Tuesday,Evening,Impression
331635,64,u01677,2025-05-12 12:09:53,Monday,Afternoon,Impression
75658,123,u01498,2025-06-23 22:22:09,Monday,Evening,Impression
140561,153,u00416,2025-07-28 14:39:31,Monday,Afternoon,Impression
87483,127,u01702,2025-07-16 19:44:00,Wednesday,Evening,Impression
375720,91,u00924,2025-05-21 03:06:12,Wednesday,Night,Impression
19077,181,u00725,2025-06-13 21:36:47,Friday,Evening,Impression
382113,27,u01336,2025-07-27 22:35:41,Sunday,Evening,Impression
127717,173,u01770,2025-08-05 06:04:09,Tuesday,Morning,Impression
102728,70,u00674,2025-07-01 02:37:36,Tuesday,Night,Click
93466,107,u01510,2025-06-19 11:40:02,Thursday,Morning,Impression
394307,173,u00472,2025-07-19 16:29:52,Saturday,Afternoon,Impression
131424,164,u01181,2025-06-20 09:32:12,Friday,Morning,Impression
199765,6,u00281,2025-05-24 23:03:08,Saturday,Evening,Impression
345686,156,u00193,2025-06-17 22:25:27,Tuesday,Evening,Impression
385890,177,u00409,2025-07-03 03:48:45,Thursday,Night,Impression
27388,177,u01567,2025-06-08 08:11:00,Sunday,Morning,Impression
180672,108,u01776,2025-07-12 10:54:06,Saturday,Morning,Impression
127917,68,u00340,2025-06-03 11:49:52,Tuesday,Morning,Impression
154879,48,u01178,2025-06-21 12:56:52,Saturday,Afternoon,Impression
131425,131,u00707,2025-05-27 12:14:41,Tuesday,Afternoon,Impression
280617,64,u00192,2025-05-26 19:24:38,Monday,Evening,Impression
361225,192,u01182,2025-08-04 23:48:27,Monday,Evening,Impression
240806,156,u01185,2025-05-14 09:25:59,Wednesday,Morning,Impression
223283,36,u00736,2025-07-03 09:18:08,Thursday,Morning,Impression
212862,6,u01202,2025-05-30 20:21:46,Friday,Evening,Impression
293578,121,u01478,2025-06-22 08:05:01,Sunday,Morning,Purchase
126778,69,u00649,2025-05-07 19:42:10,Wednesday,Evening,Click
206514,101,u01698,2025-07-14 04:27:30,Monday,Night,Impression
147943,156,u00365,2025-05-25 17:16:22,Sunday,Afternoon,Impression
99413,120,u00394,2025-05-14 06:38:33,Wednesday,Morning,Impression
304526,102,u01530,2025-05-27 12:21:35,Tuesday,Afternoon,Impression
129944,70,u01028,2025-07-03 06:20:16,Thursday,Morning,Impression
386929,190,u01805,2025-05-22 11:06:54,Thursday,Morning,Impression
398633,127,u01258,2025-07-03 02:04:31,Thursday,Night,Impression
227721,80,u00821,2025-05-12 02:15:28,Monday,Night,Impression
74707,105,u00645,2025-07-05 19:44:02,Saturday,Evening,Click
11328,69,u00075,2025-07-01 07:52:16,Tuesday,Morning,Impression
362373,101,u00156,2025-07-23 03:43:39,Wednesday,Night,Impression
55973,146,u00026,2025-07-24 13:45:24,Thursday,Afternoon,Impression
2417,74,u00275,2025-06-27 19:27:52,Friday,Evening,Impression
206941,26,u00585,2025-07-13 15:26:14,Sunday,Afternoon,Impression
373900,111,u00675,2025-07-10 05:29:43,Thursday,Night,Click
397606,160,u00972,2025-06-23 12:00:44,Monday,Afternoon,Impression
351990,186,u01080,2025-06-13 09:31:05,Friday,Morning,Click
262341,181,u00203,2025-05-20 19:31:04,Tuesday,Evening,Impression
186262,10,u01802,2025-07-04 03:09:39,Friday,Night,Impression
118361,79,u00287,2025-07-11 19:27:39,Friday,Evening,Impression
375549,192,u00198,2025-06-18 18:27:27,Wednesday,Evening,Impression
252165,36,u00316,2025-06-08 15:47:55,Sunday,Afternoon,Impression
153961,69,u00389,2025-06-02 14:39:59,Monday,Afternoon,Impression
270752,102,u00467,2025-05-10 21:48:50,Saturday,Evening,Impression
107297,111,u00489,2025-07-15 09:27:35,Tuesday,Morning,Like
305267,79,u00400,2025-07-07 15:57:37,Monday,Afternoon,Impression
207778,131,u00221,2025-07-08 12:05:49,Tuesday,Afternoon,Impression
126080,47,u00633,2025-05-16 14:58:56,Friday,Afternoon,Impression
224978,27,u01488,2025-06-28 13:58:11,Saturday,Afternoon,Impression
358767,181,u01343,2025-07-28 08:46:34,Monday,Morning,Impression
289761,186,u00127,2025-06-28 03:45:14,Saturday,Night,Impression
221950,7,u00084,2025-05-27 19:50:27,Tuesday,Evening,Impression
301109,156,u00948,2025-06-23 18:32:58,Monday,Evening,Impression
273758,134,u01264,2025-08-04 15:05:56,Monday,Afternoon,Impression
3914,156,u01347,2025-05-20 10:43:23,Tuesday,Morning,Impression
40120,27,u00961,2025-06-20 09:31:57,Friday,Morning,Comment
342061,92,u01040,2025-07-30 06:38:17,Wednesday,Morning,Impression
229865,53,u01767,2025-05-11 23:20:21,Sunday,Evening,Like
233044,102,u00512,2025-06-24 03:31:29,Tuesday,Night,Impression
185729,65,u00428,2025-07-14 04:39:03,Monday,Night,Click
132937,65,u00455,2025-07-17 14:59:05,Thursday,Afternoon,Impression
155386,171,u00673,2025-06-17 02:29:22,Tuesday,Night,Impression
145902,11,u01519,2025-07-27 08:54:37,Sunday,Morning,Click
205103,134,u00530,2025-08-05 22:57:56,Tuesday,Evening,Impression
229976,70,u00752,2025-07-08 12:41:00,Tuesday,Afternoon,Impression
26643,135,u01362,2025-07-25 17:05:27,Friday,Afternoon,Impression
131065,27,u01679,2025-06-05 02:44:08,Thursday,Night,Click
19461,188,u00839,2025-06-27 21:32:28,Friday,Evening,Impression
280564,131,u00708,2025-06-30 13:35:29,Monday,Afternoon,Impression
51902,10,u01196,2025-07-09 19:23:25,Wednesday,Evening,Impression
364759,6,u01376,2025-05-24 20:11:31,Saturday,Evening,Click
28538,160,u00892,2025-07-18 08:19:56,Friday,Morning,Impression
297815,164,u01531,2025-07-08 18:38:10,Tuesday,Evening,Impression
126687,102,u00696,2025-07-08 08:15:26,Tuesday,Morning,Impression
346343,36,u00841,2025-06-11 15:40:17,Wednesday,Afternoon,Impression
70489,101,u00280,2025-07-22 06:25:14,Tuesday,Morning,Click
100151,105,u01479,2025-06-23 20:20:32,Monday,Evening,Impression
325321,171,u00732,2025-06-30 09:50:16,Monday,Morning,Click
294609,64,u01084,2025-05-09 17:06:22,Friday,Afternoon,Impression
176230,27,u01429,2025-07-11 03:05:50,Friday,Night,Impression
343420,2,u00665,2025-05-08 15:53:54,Thursday,Afternoon,Impression
56692,91,u01303,2025-07-25 03:53:02,Friday,Night,Impression
289103,37,u00845,2025-05-13 21:08:37,Tuesday,Evening,Impression
11375,6,u01293,2025-05-23 02:34:16,Friday,Night,Click
318034,70,u01669,2025-06-19 12:38:50,Thursday,Afternoon,Impression
15605,107,u00856,2025-07-09 01:38:31,Wednesday,Night,Impression
369250,197,u00797,2025-05-26 14:55:26,Monday,Afternoon,Impression
192212,197,u00406,2025-07-10 11:36:44,Thursday,Morning,Impression
296817,53,u00297,2025-06-04 07:42:52,Wednesday,Morning,Impression
188795,146,u00815,2025-07-03 22:51:35,Thursday,Evening,Impression
41053,167,u00809,2025-07-16 03:19:30,Wednesday,Night,Impression
384896,167,u01763,2025-07-01 02:04:50,Tuesday,Night,Impression
64343,159,u01576,2025-05-21 12:45:07,Wednesday,Afternoon,Impression
387595,188,u00074,2025-06-07 18:43:20,Saturday,Evening,Impression
15889,75,u00947,2025-05-21 16:26:11,Wednesday,Afternoon,Click
343035,171,u01204,2025-05-17 00:12:47,Saturday,Night,Impression
237628,10,u00426,2025-05-11 08:36:56,Sunday,Morning,Impression
58553,108,u00958,2025-06-10 05:25:33,Tuesday,Night,Impression
263568,117,u00881,2025-07-05 19:57:13,Saturday,Evening,Impression
237244,153,u01158,2025-08-01 16:12:06,Friday,Afternoon,Impression
32164,164,u00131,2025-08-04 05:34:27,Monday,Night,Impression
251915,26,u00735,2025-06-19 06:45:26,Thursday,Morning,Impression
279578,160,u00408,2025-07-03 01:08:09,Thursday,Night,Impression
186215,37,u01701,2025-07-27 16:51:14,Sunday,Afternoon,Impression
245976,77,u01582,2025-06-29 14:21:14,Sunday,Afternoon,Impression
320335,53,u00470,2025-05-17 11:01:06,Saturday,Morning,Impression
368585,195,u01315,2025-07-05 09:11:46,Saturday,Morning,Impression
137160,80,u01810,2025-07-16 18:51:41,Wednesday,Evening,Impression
353627,75,u00545,2025-07-05 22:54:11,Saturday,Evening,Impression
164506,135,u01445,2025-07-01 02:59:42,Tuesday,Night,Impression
109627,116,u01734,2025-07-16 13:14:27,Wednesday,Afternoon,Impression
27018,146,u00676,2025-07-19 18:32:52,Saturday,Evening,Impression
255388,23,u01724,2025-05-13 07:15:54,Tuesday,Morning,Impression
316975,156,u01799,2025-06-13 13:55:40,Friday,Afternoon,Impression
311228,171,u01720,2025-06-09 09:23:11,Monday,Morning,Click
212277,173,u00300,2025-07-08 07:43:02,Tuesday,Morning,Impression
314523,181,u00918,2025-06-20 08:15:08,Friday,Morning,Impression
286474,36,u01620,2025-05-23 09:39:12,Friday,Morning,Impression
275947,131,u00732,2025-05-10 15:19:15,Saturday,Afternoon,Impression
103900,159,u01247,2025-06-20 10:21:19,Friday,Morning,Impression
96411,102,u01266,2025-07-22 10:32:39,Tuesday,Morning,Impression
206537,160,u00530,2025-07-06 15:46:18,Sunday,Afternoon,Impression
382465,171,u00625,2025-06-29 15:42:28,Sunday,Afternoon,Impression
226387,37,u00999,2025-06-24 21:05:59,Tuesday,Evening,Impression
150695,197,u00262,2025-06-27 16:30:43,Friday,Afternoon,Impression
25264,80,u00762,2025-07-05 19:27:22,Saturday,Evening,Impression
269462,164,u00834,2025-07-08 00:02:28,Tuesday,Night,Click
38162,79,u00051,2025-06-28 20:03:02,Saturday,Evening,Impression
78182,169,u01087,2025-06-28 11:05:49,Saturday,Morning,Click
362865,108,u01075,2025-07-28 13:09:32,Monday,Afternoon,Impression
24212,176,u00874,2025-05-18 15:43:36,Sunday,Afternoon,Impression
127230,160,u00202,2025-06-17 22:46:27,Tuesday,Evening,Impression
276613,120,u00859,2025-06-13 02:00:48,Friday,Night,Like
344399,117,u00808,2025-06-25 17:55:42,Wednesday,Afternoon,Impression
308725,153,u00824,2025-07-24 06:20:11,Thursday,Morning,Impression
239592,131,u00866,2025-07-06 10:11:53,Sunday,Morning,Impression
76460,192,u01165,2025-07-02 07:42:10,Wednesday,Morning,Impression
185179,48,u00943,2025-06-12 03:15:47,Thursday,Night,Impression
398070,68,u01753,2025-05-22 00:47:46,Thursday,Night,Impression
359262,2,u01715,2025-05-17 21:46:47,Saturday,Evening,Impression
97250,180,u01388,2025-06-23 15:05:45,Monday,Afternoon,Impression
30850,2,u01029,2025-06-11 17:20:58,Wednesday,Afternoon,Impression
3721,117,u00816,2025-06-28 01:53:38,Saturday,Night,Impression
280248,108,u00624,2025-07-30 04:09:51,Wednesday,Night,Impression
356323,27,u00145,2025-07-08 17:16:54,Tuesday,Afternoon,Impression
213786,74,u00267,2025-07-01 00:44:19,Tuesday,Night,Impression
31605,69,u00619,2025-06-03 14:55:21,Tuesday,Afternoon,Click
43937,188,u01806,2025-06-11 08:42:22,Wednesday,Morning,Impression
160529,79,u00010,2025-07-01 01:48:47,Tuesday,Night,Impression
396129,105,u00251,2025-07-06 22:52:34,Sunday,Evening,Impression
254900,153,u00526,2025-07-11 08:25:09,Friday,Morning,Impression
211329,188,u00229,2025-05-31 03:43:20,Saturday,Night,Impression
283262,135,u00928,2025-07-19 16:57:56,Saturday,Afternoon,Impression
37706,195,u00450,2025-06-01 22:22:00,Sunday,Evening,Click
82860,164,u00907,2025-06-11 11:03:30,Wednesday,Morning,Click
355286,173,u00595,2025-08-06 06:25:48,Wednesday,Morning,Impression
203541,8,u00731,2025-05-13 09:47:41,Tuesday,Morning,Impression
280940,181,u00436,2025-06-05 08:25:19,Thursday,Morning,Impression
20600,79,u00021,2025-05-07 16:58:40,Wednesday,Afternoon,Click
111575,102,u01052,2025-06-18 11:53:31,Wednesday,Morning,Impression
272241,91,u01636,2025-06-26 13:57:33,Thursday,Afternoon,Impression
300852,27,u00643,2025-07-01 21:01:16,Tuesday,Evening,Click
13264,169,u01219,2025-06-24 01:38:58,Tuesday,Night,Impression
206345,107,u00926,2025-07-04 22:36:47,Friday,Evening,Impression
318153,177,u00510,2025-06-03 01:19:11,Tuesday,Night,Impression
348349,47,u01268,2025-06-21 21:05:49,Saturday,Evening,Impression
241439,70,u00666,2025-06-08 15:01:36,Sunday,Afternoon,Impression
255236,2,u01650,2025-07-01 12:07:05,Tuesday,Afternoon,Impression
347571,80,u00059,2025-07-04 09:11:04,Friday,Morning,Impression
